,Temperature,Hour,Week,Load
682,19.4,9,3,5.534
683,20.7,10,3,5.61
684,21.75,11,3,5.671
685,22.35,12,3,5.724
686,24.1,13,3,5.793
687,23.35,14,3,5.838
688,24.4,15,3,5.908
689,22.95,16,3,5.868
690,22.4,17,3,5.574
691,20.95,18,3,5.276
692,19.6,19,3,5.065
693,18.9,20,3,4.976
694,18,21,3,4.554
695,17.4,22,3,4.282
696,16.8,23,3,4.547
697,16.55,0,4,4.053
698,16.3,1,4,3.72
699,16.25,2,4,3.536
700,16.75,3,4,3.524
701,16.7,4,4,3.792
702,17.1,5,4,4.42
703,17.5,6,4,5.075
704,18.15,7,4,5.208
705,18.85,8,4,5.344
706,20.65,9,4,5.482
707,22.6,10,4,5.701
708,25.6,11,4,5.936
709,28.5,12,4,6.21
710,26.75,13,4,6.462
711,27.2,14,4,6.683
712,27.3,15,4,6.979
713,27.5,16,4,7.059
714,27,17,4,6.893
715,25.45,18,4,6.535
716,24.5,19,4,6.121
717,23.85,20,4,5.797
718,23.2,21,4,5.152
719,22.55,22,4,4.705
720,21.85,23,4,4.805
721,21.05,0,5,4.272
722,20.2,1,5,3.975
723,19.95,2,5,3.805
724,20.4,3,5,3.775
725,20.3,4,5,3.996
726,20.1,5,5,4.535
727,20.45,6,5,5.275
728,20.9,7,5,5.509
729,21.45,8,5,5.73
730,21.8,9,5,5.87
731,23.25,10,5,6.034
732,24.1,11,5,6.175
733,25.2,12,5,6.34
734,25.55,13,5,6.5
735,25.9,14,5,6.603
736,25.45,15,5,6.804
737,26.05,16,5,6.787
738,25.35,17,5,6.46
739,23.9,18,5,6.043
740,22.25,19,5,5.627
741,22,20,5,5.367
742,21.7,21,5,4.866
743,21.45,22,5,4.575
744,20.55,23,5,4.728
745,19,0,6,4.157
746,18.85,1,6,3.795
747,18.7,2,6,3.607
748,19.05,3,6,3.537
749,19.35,4,6,3.596
750,19.35,5,6,3.803
751,19.45,6,6,4.125
752,19.6,7,6,4.398
753,20.55,8,6,4.66
754,22.4,9,6,4.853
755,24.55,10,6,5.115
756,26.9,11,6,5.412
757,27.95,12,6,5.669
758,28.5,13,6,5.93
759,28.2,14,6,6.216
760,29.05,15,6,6.466
761,28.7,16,6,6.641
762,28.8,17,6,6.605
763,27.15,18,6,6.316
764,24.9,19,6,5.821
765,23.5,20,6,5.52
766,23.35,21,6,5.016
767,23,22,6,4.657
768,22.3,23,6,4.746
769,21.4,0,7,4.197
770,20.7,1,7,3.823
771,19.85,2,7,3.613
772,19.4,3,7,3.505
773,19.25,4,7,3.488
774,18.7,5,7,3.532
775,18.65,6,7,3.716
776,20.2,7,7,4.011
777,23.4,8,7,4.421
778,26.4,9,7,4.836
779,27.45,10,7,5.296
780,29.15,11,7,5.766
781,32.05,12,7,6.233
782,34.5,13,7,6.646
783,34.95,14,7,7.011
784,36.55,15,7,7.38
785,37.85,16,7,7.66
786,38.4,17,7,7.804
787,35.15,18,7,7.691
788,34.05,19,7,7.364
789,34.1,20,7,7.019
790,33.1,21,7,6.26
791,30.3,22,7,5.545
792,29.3,23,7,5.437
793,27.55,0,1,4.806
794,26.6,1,1,4.457
795,25.9,2,1,4.235
796,25.5,3,1,4.172
797,25.15,4,1,4.396
798,25,5,1,5.002
799,25.15,6,1,5.817
800,27,7,1,6.266
801,31.15,8,1,6.732
802,32.75,9,1,7.049
803,31.5,10,1,7.184
804,26.9,11,1,7.085
805,23.9,12,1,6.798
806,23.15,13,1,6.632
807,22.85,14,1,6.408
808,21.5,15,1,6.218
809,21.15,16,1,5.968
810,21.3,17,1,5.544
811,19.7,18,1,5.217
812,18.8,19,1,4.964
813,18.45,20,1,4.758
814,18.3,21,1,4.328
815,17.8,22,1,4.074
816,16.85,23,1,4.367
817,16.4,0,2,3.883
818,16.15,1,2,3.536
819,15.7,2,2,3.404
820,15.5,3,2,3.396
821,15.4,4,2,3.624
822,15.3,5,2,4.271
823,15.05,6,2,4.916
824,15.65,7,2,4.953
825,18.1,8,2,5.016
826,19.2,9,2,5.048
827,21.05,10,2,5.106
828,22.35,11,2,5.124
829,23.45,12,2,5.2
830,24.85,13,2,5.244
831,24.95,14,2,5.242
832,25.55,15,2,5.341
833,25.3,16,2,5.368
834,24.25,17,2,5.166
835,22.75,18,2,4.91
836,20.85,19,2,4.762
837,19.35,20,2,4.7
838,18.25,21,2,4.276
839,17.45,22,2,4.035
840,17,23,2,4.318
841,16.5,0,3,3.858
842,16.1,1,3,3.55
843,15.95,2,3,3.399
844,15.3,3,3,3.382
845,14.55,4,3,3.59
846,14.25,5,3,4.261
847,14.4,6,3,4.937
848,15.55,7,3,4.994
849,18.3,8,3,5.094
850,20,9,3,5.168
851,22.75,10,3,5.303
852,25.45,11,3,5.41
853,25.8,12,3,5.571
854,26.35,13,3,5.74
855,29.15,14,3,5.9
856,30.45,15,3,6.177
857,30.35,16,3,6.274
858,29.6,17,3,6.039
859,27.55,18,3,5.7
860,25.55,19,3,5.389
861,23.65,20,3,5.192
862,22.95,21,3,4.672
863,21.85,22,3,4.359
864,20.7,23,3,4.614
865,20.15,0,4,4.118
866,19.3,1,4,3.805
867,19,2,4,3.627
868,18.4,3,4,3.646
869,17.8,4,4,3.882
870,17.75,5,4,4.47
871,18,6,4,5.106
872,20.8,7,4,5.274
873,23.4,8,4,5.507
874,25.75,9,4,5.711
875,27.75,10,4,5.95
876,29.6,11,4,6.2
877,32.15,12,4,6.527
878,32.9,13,4,6.884
879,33.65,14,4,7.196
880,34.3,15,4,7.615
881,34.8,16,4,7.845
882,35.05,17,4,7.759
883,33.75,18,4,7.437
884,33.25,19,4,7.059
885,32.4,20,4,6.584
886,31.25,21,4,5.742
887,29.65,22,4,5.125
888,28.55,23,4,5.139
889,26.55,0,5,4.564
890,25.95,1,5,4.218
891,25,2,5,4.025
892,24.4,3,5,4
893,24.15,4,5,4.245
894,24.15,5,5,4.783
895,24.35,6,5,5.504
896,26.9,7,5,5.92
897,28.75,8,5,6.271
898,30.35,9,5,6.549
899,32.75,10,5,6.894
900,34.25,11,5,7.231
901,35.3,12,5,7.535
902,28.4,13,5,7.597
903,27.25,14,5,7.562
904,26.6,15,5,7.609
905,25.75,16,5,7.534
906,25.35,17,5,7.118
907,23.15,18,5,6.448
908,21.55,19,5,5.963
909,20.85,20,5,5.565
910,20.55,21,5,5.005
911,20.35,22,5,4.666
912,20.55,23,5,4.85
913,20.6,0,6,4.302
914,19.9,1,6,3.905
915,19.55,2,6,3.678
916,19.2,3,6,3.61
917,18.9,4,6,3.672
918,18.85,5,6,3.869
919,19.25,6,6,4.204
920,21,7,6,4.541
921,23.05,8,6,4.944
922,25.35,9,6,5.265
923,27.7,10,6,5.651
924,31.05,11,6,6.09
925,35.25,12,6,6.547
926,35.1,13,6,6.935
927,36.85,14,6,7.318
928,39.25,15,6,7.625
929,40,16,6,7.793
930,39.45,17,6,7.76
931,38.95,18,6,7.51
932,37.75,19,6,7.145
933,33.85,20,6,6.805
934,30.4,21,6,6.103
935,25.7,22,6,5.52
936,25.4,23,6,5.462
937,25.6,0,7,4.824
938,28.15,1,7,4.444
939,32.4,2,7,4.237
940,31.85,3,7,4.157
941,31.35,4,7,4.164
942,31.2,5,7,4.275
943,31.1,6,7,4.545
944,31.95,7,7,5.033
945,32.45,8,7,5.594
946,35.2,9,7,6.176
947,38.4,10,7,6.681
948,35.85,11,7,6.628
949,30.7,12,7,6.238
950,27.85,13,7,6.039
951,26.9,14,7,5.897
952,26.65,15,7,5.832
953,25.25,16,7,5.701
954,24.45,17,7,5.483
955,22.5,18,7,4.949
956,22.05,19,7,4.589
957,20,20,7,4.407
958,19.75,21,7,4.027
959,19.1,22,7,3.82
960,18.5,23,7,4.075
961,18.4,0,1,3.65
962,17.4,1,1,3.388
963,16.9,2,1,3.271
964,16.8,3,1,3.268
965,16.45,4,1,3.498
966,16.05,5,1,4.086
967,16.3,6,1,4.8
968,17.45,7,1,4.933
969,19.3,8,1,5.102
970,20,9,1,5.126
971,21.05,10,1,5.194
972,22.8,11,1,5.26
973,22.55,12,1,5.319
974,23.3,13,1,5.364
975,24.05,14,1,5.419
976,23.1,15,1,5.559
977,23.1,16,1,5.568
978,22.5,17,1,5.332
979,20.8,18,1,5.027
980,19.55,19,1,4.864
981,18.8,20,1,4.738
982,18.2,21,1,4.303
983,17.65,22,1,4.093
984,17.75,23,1,4.379
985,17.15,0,2,3.952
986,16.55,1,2,3.632
987,16.2,2,2,3.461
988,16,3,2,3.446
989,15.6,4,2,3.732
990,15.15,5,2,4.294
991,15.15,6,2,4.911
992,16.25,7,2,5.021
993,17.8,8,2,5.138
994,19.15,9,2,5.223
995,21,10,2,5.348
996,22.8,11,2,5.479
997,23.85,12,2,5.661
998,24.25,13,2,5.832
999,26.2,14,2,5.966
1000,25.65,15,2,6.178
1001,25.05,16,2,6.212
1002,23.85,17,2,5.949
1003,23.6,18,2,5.64
1004,23.1,19,2,5.449
1005,22.95,20,2,5.213
1006,22.55,21,2,4.678
1007,21.55,22,2,4.376
1008,20.45,23,2,4.601
1009,19.6,0,3,4.147
1010,18.7,1,3,3.815
1011,18.3,2,3,3.61
1012,18,3,3,3.605
1013,17.55,4,3,3.879
1014,17.3,5,3,4.468
1015,17.2,6,3,5.09
1016,17.95,7,3,5.226
1017,19.45,8,3,5.406
1018,21.1,9,3,5.561
1019,23.05,10,3,5.74
1020,24.65,11,3,5.899
1021,25.05,12,3,6.095
1022,25.85,13,3,6.272
1023,25.3,14,3,6.402
1024,26.65,15,3,6.61
1025,25.5,16,3,6.585
1026,25.9,17,3,6.265
1027,26.25,18,3,5.925
1028,25.3,19,3,5.747
1029,25.15,20,3,5.497
1030,23.6,21,3,4.932
1031,22.05,22,3,4.58
1032,21.7,23,3,4.763
1033,21.15,0,4,4.298
1034,20.55,1,4,4.026
1035,20.5,2,4,3.871
1036,20.2,3,4,3.827
1037,20.5,4,4,4.065
1038,20.6,5,4,4.643
1039,20.9,6,4,5.317
1040,21.7,7,4,5.494
1041,22,8,4,5.685
1042,22.25,9,4,5.814
1043,23.4,10,4,5.912
1044,23.9,11,4,5.999
1045,25.25,12,4,6.097
1046,26.2,13,4,6.176
1047,26,14,4,6.136
1048,25.3,15,4,6.131
1049,25.2,16,4,6.049
1050,25.3,17,4,5.796
1051,25.5,18,4,5.532
1052,25.35,19,4,5.475
1053,25.05,20,4,5.254
1054,24.85,21,4,4.742
1055,24.05,22,4,4.453
1056,23.15,23,4,4.66
1057,22.3,0,5,4.176
1058,21.9,1,5,3.895
1059,21.15,2,5,3.726
1060,20.3,3,5,3.717
1061,19.65,4,5,3.91
1062,19.7,5,5,4.479
1063,19.75,6,5,5.135
1064,20.25,7,5,5.306
1065,21.5,8,5,5.52
1066,23.6,9,5,5.672
1067,24.6,10,5,5.737
1068,25.9,11,5,5.785
1069,25.45,12,5,5.829
1070,24.85,13,5,5.893
1071,25.9,14,5,5.892
1072,26.15,15,5,5.921
1073,26.25,16,5,5.817
1074,26.35,17,5,5.557
1075,26.25,18,5,5.304
1076,25.85,19,5,5.234
1077,25.3,20,5,5.074
1078,24.6,21,5,4.656
1079,23.75,22,5,4.396
1080,22.25,23,5,4.599
1081,21.75,0,6,4.064
1082,21.45,1,6,3.749
1083,21.5,2,6,3.56
1084,21.3,3,6,3.475
1085,21.25,4,6,3.552
1086,21.2,5,6,3.783
1087,21.6,6,6,4.045
1088,22,7,6,4.258
1089,23.65,8,6,4.539
1090,25.2,9,6,4.762
1091,26.4,10,6,4.938
1092,25.5,11,6,5.049
1093,25.15,12,6,5.037
1094,26.95,13,6,5.066
1095,28.35,14,6,5.151
1096,25.65,15,6,5.197
1097,25,16,6,5.201
1098,25.5,17,6,5.132
1099,24.15,18,6,4.908
1100,22.9,19,6,4.725
1101,21.6,20,6,4.568
1102,21.75,21,6,4.222
1103,21.5,22,6,3.939
1104,21.55,23,6,4.215
1105,20.45,0,7,3.741
1106,19.5,1,7,3.38
1107,18.75,2,7,3.174
1108,18.65,3,7,3.076
1109,18.2,4,7,3.071
1110,17.3,5,7,3.172
1111,17.9,6,7,3.328
1112,18.05,7,7,3.427
1113,17.4,8,7,3.603
1114,16.85,9,7,3.738
1115,17.95,10,7,3.765
1116,20.55,11,7,3.777
1117,21.95,12,7,3.705
1118,22.6,13,7,3.69
1119,22.3,14,7,3.742
1120,22.4,15,7,3.859
1121,22.3,16,7,4.032
1122,21.1,17,7,4.113
1123,20.25,18,7,4.032
1124,19.2,19,7,4.066
1125,18.9,20,7,4.011
1126,18.6,21,7,3.712
1127,18.35,22,7,3.53
1128,17.7,23,7,3.905
1129,17.2,0,1,3.556
1130,16.85,1,1,3.283
1131,16.9,2,1,3.136
1132,16.8,3,1,3.146
1133,16.8,4,1,3.4
1134,16.6,5,1,4.009
1135,16.35,6,1,4.717
1136,17.2,7,1,4.827
1137,18.35,8,1,4.909
1138,19.55,9,1,4.973
1139,20.3,10,1,5.036
1140,21.6,11,1,5.079
1141,21.8,12,1,5.16
1142,23.3,13,1,5.228
1143,23.2,14,1,5.241
1144,24.55,15,1,5.343
1145,24.95,16,1,5.35
1146,24.9,17,1,5.184
1147,23.7,18,1,4.941
1148,22,19,1,4.797
1149,19.65,20,1,4.615
1150,18.25,21,1,4.16
1151,17.7,22,1,3.904
1152,17.25,23,1,4.213
1153,16.9,0,2,3.81
1154,16.55,1,2,3.528
1155,16.05,2,2,3.369
1156,16.45,3,2,3.381
1157,15.4,4,2,3.609
1158,14.9,5,2,4.178
1159,14.7,6,2,4.861
1160,16.1,7,2,4.918
1161,18.45,8,2,5.006
1162,19.8,9,2,5.102
1163,23,10,2,5.239
1164,25.25,11,2,5.385
1165,27.6,12,2,5.528
1166,27.9,13,2,5.724
1167,28.55,14,2,5.845
1168,29.45,15,2,6.048
1169,29.7,16,2,6.097
1170,29.35,17,2,5.838
1171,27,18,2,5.507
1172,23.55,19,2,5.267
1173,21.9,20,2,5.003
1174,20.75,21,2,4.462
1175,20.15,22,2,4.184
1176,19.6,23,2,4.431
1177,19.15,0,3,3.969
1178,18.8,1,3,3.66
1179,18.55,2,3,3.48
1180,18.2,3,3,3.47
1181,17.75,4,3,3.693
1182,17.65,5,3,4.313
1183,17.8,6,3,4.955
1184,18.75,7,3,5.083
1185,19.6,8,3,5.251
1186,20.45,9,3,5.268
1187,21.95,10,3,5.293
1188,23.7,11,3,5.285
1189,23.15,12,3,5.308
1190,24.15,13,3,5.349
1191,24.55,14,3,5.322
1192,21.4,15,3,5.328
1193,19.15,16,3,5.151
1194,19.05,17,3,4.975
1195,16.5,18,3,4.741
1196,15.9,19,3,4.678
1197,14.85,20,3,4.458
1198,15.3,21,3,4.056
1199,14.1,22,3,3.868
1200,13.8,23,3,4.226
1201,13.6,0,4,3.799
1202,13.45,1,4,3.428
1203,13.4,2,4,3.253
1204,13.05,3,4,3.228
1205,12.75,4,4,3.452
1206,12.8,5,4,4.04
1207,12.75,6,4,4.726
1208,13.6,7,4,4.709
1209,14.95,8,4,4.721
1210,16.1,9,4,4.741
1211,17.5,10,4,4.846
1212,18.5,11,4,4.864
1213,19.3,12,4,4.868
1214,19.4,13,4,4.836
1215,19.75,14,4,4.799
1216,19.4,15,4,4.89
1217,19.45,16,4,4.946
1218,19.45,17,4,4.8
1219,18.9,18,4,4.646
1220,17.65,19,4,4.693
1221,16.8,20,4,4.546
1222,15.9,21,4,4.117
1223,15.05,22,4,3.897
1224,14.55,23,4,4.259
1225,14.25,0,5,3.893
1226,13.8,1,5,3.505
1227,13.85,2,5,3.341
1228,13.7,3,5,3.334
1229,13.65,4,5,3.623
1230,13.35,5,5,4.24
1231,13.4,6,5,4.925
1232,14.05,7,5,4.986
1233,15,8,5,5.028
1234,16.65,9,5,4.987
1235,17.85,10,5,4.984
1236,18.45,11,5,4.975
1237,18.2,12,5,4.912
1238,18.9,13,5,4.833
1239,19.85,14,5,4.686
1240,20,15,5,4.71
1241,19.7,16,5,4.718
1242,18.8,17,5,4.577
1243,17.5,18,5,4.454
1244,16.6,19,5,4.532
1245,16.25,20,5,4.407
1246,16,21,5,4.064
1247,16.3,22,5,3.883
1248,16.4,23,5,4.221
1249,15.8,0,6,3.792
1250,15.85,1,6,3.445
1251,14.6,2,6,3.261
1252,14.65,3,6,3.221
1253,15.2,4,6,3.295
1254,14.9,5,6,3.521
1255,14.6,6,6,3.804
1256,15.15,7,6,4.038
1257,16,8,6,4.2
1258,16.35,9,6,4.226
1259,17,10,6,4.198
1260,18.3,11,6,4.182
1261,19.05,12,6,4.078
1262,19.3,13,6,4.018
1263,19.4,14,6,4.002
1264,18.65,15,6,4.066
1265,18.75,16,6,4.158
1266,19.1,17,6,4.154
1267,18.3,18,6,4.084
1268,17.95,19,6,4.104
1269,17.55,20,6,4.001
1270,16.9,21,6,3.773
1271,16.45,22,6,3.7
1272,15.85,23,6,4.078
1273,15.8,0,7,3.702
1274,15.65,1,7,3.349
1275,15.2,2,7,3.143
1276,14.7,3,7,3.052
1277,14.95,4,7,3.07
1278,15.25,5,7,3.181
1279,15.2,6,7,3.327
1280,15.8,7,7,3.44
1281,16.8,8,7,3.616
1282,17.9,9,7,3.678
1283,19.7,10,7,3.694
1284,21.05,11,7,3.71
1285,21.6,12,7,3.706
1286,22.55,13,7,3.764
1287,22.75,14,7,3.852
1288,22.9,15,7,4.009
1289,22.5,16,7,4.202
1290,21.95,17,7,4.323
1291,20.45,18,7,4.249
1292,19.6,19,7,4.275
1293,19.2,20,7,4.162
1294,18,21,7,3.848
1295,16.95,22,7,3.706
1296,16.45,23,7,4.06
1297,16.15,0,1,3.703
1298,15.6,1,1,3.401
1299,15.15,2,1,3.251
1300,15.25,3,1,3.239
1301,15.2,4,1,3.455
1302,14.75,5,1,4.041
1303,15.05,6,1,4.743
1304,15.6,7,1,4.815
1305,17.75,8,1,4.916
1306,18.45,9,1,4.931
1307,20.05,10,1,4.966
1308,21.35,11,1,5.063
1309,22.5,12,1,5.218
1310,23.55,13,1,5.381
1311,24.1,14,1,5.458
1312,22.6,15,1,5.55
1313,23.15,16,1,5.566
1314,24.1,17,1,5.376
1315,22.65,18,1,5.104
1316,21.25,19,1,5.022
1317,19.9,20,1,4.793
1318,19.1,21,1,4.335
1319,18.25,22,1,4.108
1320,17.75,23,1,4.41
1321,17.5,0,2,4.008
1322,16.6,1,2,3.666
1323,16.1,2,2,3.497
1324,15.85,3,2,3.464
1325,15.75,4,2,3.698
1326,15.7,5,2,4.333
1327,16.35,6,2,4.998
1328,19.6,7,2,5.094
1329,25.75,8,2,5.272
1330,27.8,9,2,5.459
1331,30.05,10,2,5.648
1332,32.35,11,2,5.853
1333,31.9,12,2,6.062
1334,32.45,13,2,6.258
1335,29.6,14,2,6.236
1336,28.85,15,2,6.226
1337,23.45,16,2,5.957
1338,21.1,17,2,5.455
1339,20.1,18,2,5.066
1340,20.1,19,2,4.968
1341,19.9,20,2,4.742
1342,19.3,21,2,4.304
1343,19.05,22,2,4.105
1344,18.85,23,2,4.41
